9200 22 2625  1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1
9201 22 2215  1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1
9202 22 2479  0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1
9203 22 2474  1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 1
9204 22 2877  1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0
9205 22 2581  1 1 0 1 1 1 1 0 0 1 1 1 0 0 1 0 1 1 1 1 1 1
9206 22 2401  0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0
9207 22 2647  0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1
9208 22 2425  1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1
9209 22 2265  1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1
9210 22 2576  1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0
9211 22 2525  0 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 0
9212 22 2561  1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 0 1
9213 22 2677  1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1
9214 22 2442  1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0
9215 22 2646  1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1
9216 22 1868  1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1
9217 22 2505  1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 0 1
9218 22 2244  1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1
9219 22 2345  0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1
9220 22 2651  1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1
9221 22 3032  1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1
9222 22 2393  1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 1
9223 22 2811  1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1
9224 22 2315  1 0 0 1 1 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1
9225 22 2564  1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1
9226 22 2250  1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0 0
9227 22 2453  1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1
9228 22 2520  1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0
9229 22 2157  1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0
9230 22 2633  1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1
9231 22 2260  1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 1 1 1 0 1
9232 22 2318  1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1
9233 22 2405  1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1
9234 22 2626  1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1
9235 22 2827  1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1
9236 22 2358  1 0 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1
9237 22 249  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
9238 22 2920  1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 1 1
9239 22 2476  1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1
9240 22 2069  1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1
9241 22 2486  1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0
9242 22 2673  1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1
9243 22 2570  0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1
9244 22 2956  1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1
9245 22 2082  1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 1 1 1 1
9246 22 2915  0 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
9247 22 2555  1 1 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 1 1 1
9248 22 2582  1 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1
9249 22 2306  1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1
