9050 10 798  0 1 1 1 0 1 1 1 0 1
9051 10 942  1 1 1 0 1 1 1 1 0 1
9052 10 740  0 1 1 1 0 0 1 1 1 1
9053 10 956  1 1 1 1 1 0 1 0 1 0
9054 10 1501  1 1 1 1 1 0 1 1 1 0
9055 10 1351  1 0 1 1 1 1 1 1 1 1
9056 10 1375  1 1 1 1 0 1 1 1 1 1
9057 10 1153  0 1 1 1 0 1 1 1 1 1
9058 10 1234  1 0 1 0 1 1 1 1 1 0
9059 10 1260  1 0 1 1 1 0 0 1 1 1
9060 10 1319  1 1 1 0 1 1 0 0 1 1
9061 10 1169  1 1 1 1 1 1 0 1 1 1
9062 10 99  0 0 0 0 0 0 0 0 0 1
9063 10 1023  0 1 1 1 1 1 1 1 0 0
9064 10 1389  1 1 1 1 0 0 1 1 1 1
9065 10 1168  0 1 0 1 0 1 1 0 0 1
9066 10 1024  1 1 0 1 0 1 1 1 1 1
9067 10 1195  1 1 1 1 0 0 1 0 1 1
9068 10 872  1 1 1 1 1 1 0 1 0 0
9069 10 1099  1 1 1 0 1 0 1 1 1 0
9070 10 1286  0 0 1 1 1 1 1 1 1 1
9071 10 1178  0 1 1 1 1 1 1 0 0 1
9072 10 1217  1 1 0 1 0 1 0 1 1 1
9073 10 939  1 0 0 1 1 1 1 0 1 1
9074 10 784  1 1 1 1 0 0 0 1 1 0
9075 10 1240  1 1 1 1 0 0 1 1 1 1
9076 10 917  1 0 1 1 1 1 0 1 0 0
9077 10 1033  1 1 0 1 1 1 1 0 1 0
9078 10 1386  1 1 1 1 1 1 0 1 1 1
9079 10 1266  0 1 1 1 1 1 1 1 0 1
9080 10 1054  1 1 1 0 0 0 1 1 1 0
9081 10 980  1 1 0 0 1 1 0 1 0 0
9082 10 952  1 1 0 0 0 0 1 1 1 1
9083 10 1446  1 0 1 1 1 1 1 1 1 1
9084 10 1196  1 0 0 1 1 1 1 1 1 1
9085 10 1062  1 1 0 1 1 0 1 0 1 1
9086 10 748  1 1 1 1 1 0 0 0 1 0
9087 10 1059  1 0 1 1 1 0 1 1 0 0
9088 10 1578  1 1 1 1 1 1 1 1 1 1
9089 10 694  1 0 1 1 1 0 1 0 1 1
9090 10 1143  1 1 1 1 1 1 1 1 1 0
9091 10 1043  1 1 0 1 1 1 1 1 1 1
9092 10 1436  1 1 1 1 1 0 1 1 1 1
9093 10 1368  0 1 1 1 1 1 1 1 1 1
9094 10 1315  0 1 1 1 1 1 0 1 0 1
9095 10 1005  1 1 1 1 0 0 1 1 0 1
9096 10 1187  1 1 1 1 1 0 1 1 0 1
9097 10 959  1 1 1 1 1 1 1 1 1 0
9098 10 925  0 1 1 1 0 0 1 1 1 0
9099 10 1243  1 1 1 1 1 1 1 0 0 1
