9000 4 473  1 1 0 1
9001 4 326  0 0 1 1
9002 4 196  1 0 0 0
9003 4 545  1 1 0 1
9004 4 243  0 0 0 1
9005 4 563  1 1 1 1
9006 4 410  0 1 1 1
9007 4 375  1 1 0 1
9008 4 235  1 0 0 0
9009 4 224  1 0 0 1
9010 4 297  0 1 0 1
9011 4 459  1 0 0 1
9012 4 325  1 1 1 0
9013 4 431  1 1 0 1
9014 4 472  0 1 1 1
9015 4 230  0 1 1 0
9016 4 452  1 1 0 1
9017 4 306  1 1 0 0
9018 4 483  0 1 1 1
9019 4 227  0 1 0 0
9020 4 229  1 0 0 0
9021 4 496  1 1 1 1
9022 4 286  1 0 1 0
9023 4 387  1 1 0 1
9024 4 393  0 1 1 0
9025 4 295  1 0 1 0
9026 4 512  1 1 1 0
9027 4 184  0 1 0 1
9028 4 317  0 1 0 1
9029 4 372  1 1 0 1
9030 4 296  0 1 0 1
9031 4 309  1 0 0 1
9032 4 501  1 0 1 1
9033 4 100  1 0 1 1
9034 4 253  1 0 0 0
9035 4 585  1 1 0 1
9036 4 584  1 1 1 1
9037 4 231  1 1 0 0
9038 4 251  1 1 0 0
9039 4 159  0 0 0 1
9040 4 314  1 1 0 1
9041 4 401  1 0 1 1
9042 4 437  1 1 0 1
9043 4 398  0 1 1 1
9044 4 505  1 0 1 1
9045 4 319  0 1 1 0
9046 4 217  1 1 1 0
9047 4 330  1 1 0 1
9048 4 254  1 1 0 1
9049 4 462  0 1 1 1
